title,authors,pdf_link,code_url,conference_name
Topic-Enhanced Memory Networks for Personalised Point-of-Interest Recommendation,"Xiao Zhou, Cecilia Mascolo and Zhongxiang Zhao",http://arxiv.org/pdf/1905.13127v1,,KDD 2019
Towards Identifying Impacted Users in Cellular Services,Shobha Venkataraman and Jia Wang,,,KDD 2019
Towards Knowledge-Based Personalized Product Description Generation in E-commerce,"Qibin Chen, Junyang Lin, Yichang Zhang, Hongxia Yang, Jingren Zhou and Jie Tang",http://arxiv.org/pdf/1903.12457v3,,KDD 2019
Towards sustainable dairy management - a machine learning enhanced method for estrus detection,"Kevin Fauvel, Véronique Masson, Élisa Fromont, Philippe Faverdin and Alexandre Termier",,,KDD 2019
TrajGuard: A Comprehensive Trajectory Copyright Protection Scheme,"Zheyi Pan, Jie Bao, Weinan Zhang, Yong Yu and Yu Zheng",,,KDD 2019
TV Advertisement Scheduling by Learning Expert Intentions,"Yasuhisa Suzuki, Wemer Wee and Itaru Nishioka",,,KDD 2019
Two-Sided Fairness for Repeated Matchings in Two-Sided Markets: A Case Study of a Ride-Hailing Platform,"Tom Sühr, Asia J. Biega, Meike Zehlike, Krishna P. Gummadi and Abhijnan Chakraborty",,,KDD 2019
Uncovering the Co-driven Mechanism of Social and Content Links in User Churn Phenomena,"Yunfei Lu, Linyun Yu, Peng Cui, Chengxi Zang, Renzhe Xu, Yihao Liu, Lei Li and Wenwu Zhu",,,KDD 2019
Understanding Consumer Journey using Attention based Recurrent Neural Networks,"Yichao Zhou, Shaunak Mishra, Jelena Gligorijevic, Tarun Bhatia and Narayan Bhamidipati",,,KDD 2019
Understanding the Role of Style in E-commerce Shopping,"Hao Jiang, Aakash Sabharwal, Adam Henderson, Diane Hu and Liangjie Hong",,,KDD 2019
Unsupervised Clinical Language Translation,"Wei-Hung Weng, Yu-An Chung and Peter Szolovits",http://arxiv.org/pdf/1902.01177v2,,KDD 2019
UrbanFM: Inferring Fine-Grained Urban Flows,"Yuxuan Liang, Kun Ouyang, Lin Jing, Sijie Ruan, Ye Liu, Junbo Zhang, David Rosenblum and Yu Zheng",,,KDD 2019
Using Twitter to Predict When Vulnerabilities will be Exploited,"Haipeng Chen, Rui Liu, Noseong Park and V.S. Subrahmanian",,,KDD 2019
Whole Page Optimization with Global Constraints,"Weicong Ding, Dinesh Govindaraj and S V N Vishwanathan",,,KDD 2019
